@relation 'Reuters-21578 Corn ModApte Train-weka.filters.unsupervised.attribute.NumericToBinary-weka.filters.unsupervised.instance.RemoveFolds-S0-N5-F1'

@attribute Text string
@attribute class {0,1}

@data
'ECONOMIC SPOTLIGHT - POLISH SANCTIONS Poland says U.S. Sanctions have cost its\neconomy 15 billion dlrs and has made clear it wants Washington\nto take a lead in repairing the damage after lifting remaining\nrestrictions two weeks ago.\n    Polish officials are unable to provide a precise breakdown\nof the figure, saying it takes into account a number of\nhypothetical losses. Some of them are \"too sophisticated to\nconvert into financial terms,\" one banking source said.\n    But Western economic experts say the effect of sanctions is\nimpossible to calculate.\n    They say it is blurred by the poor performance of Poland\'s\neconomy, and dismiss the 15 billion dlr figure as illusory.\n    \"Sanctions have provided a very useful excuse for under-\nachieving. They did have a bad effect, yes, but they only\ncontributed to largely internal, economic problems,\" one said.\n    The U.S. Imposed the measures and withdrew Most Favoured\nNation (MFN) trading status from Poland in 1982 in retaliation\nfor suppression of the Solidarity free trade union under\nmartial law. The estimated cost to the Polish economy was\noriginally devised several years ago by the Institute of\nNational Economy, an offshoot of the central planning\ncommission.\n    According to one Western envoy, an expert on Polish\neconomic affairs, it extrapolated 1979 information on growth\ntrends in trade with the United States, as well as increases in\ncredits from Western commercial and government lenders.\n    But the calculations were based on a time when trade was\nbooming and credits still flowed freely, he said, dismissing\nthe estimate as \"a theoretical projection based on a high point,\nwhich has no real scientific evaluation.\"\n    A foreign trade ministry official said Polish exports to\nthe U.S. In the late 1970s averaged around 400 mln dlrs\nannually and had fallen by half since the sanctions were\nimposed.\n    Imports have suffered, slumping from around 800 mln dlrs to\n200 mln, as credits ran out. Poland has a dwindling trade\nsurplus with the West. Last year it was one billion dlrs\nagainst a targeted 1.6 billion, official figures show.\n    Acknowledging that sanctions have lost Poland important\nU.S. Markets -- including agricultural equipment, textiles,\nchemicals and some foodstuffs -- Western economists say credits\ndried up for economic not political reasons.  \"Poland is\naccusing the West of letting economic relations deteriorate for\npolitical reasons,\" said one expert. \"It\'s an illusion based on a\nmisunderstanding of Western economy.\"\n    \"There\'s a limit to how much you can go on giving someone\nwho has no hope of repaying it,\" another said, adding that\nPoland had benefited from a global phenomenon of easy credits\nin the 1970s which were no longer today\'s reality.\n    Describing the 15 billion dlr assessment as \"nebulous,\" one\ndiplomat said it also included losses of hypothetical orders\nand setbacks to Polish research through the curbing of\nscientific links and exchanges.  Western officials say the\nlifting of sanctions and new MFN status will have little impact\non Poland, which has a hard currency debt of 33.5 billion dlrs\nand lacks the means to modernise its industry.\n    \"MFN doesn\'t really mean anything, only that Poland will not\nbe treated worse than other countries. It will be difficult to\nregain access to the U.S. Market because different forces are\nin play now,\" said one Western envoy.\n    He said Polish products were not competitive, and their\nquality was too low. Trade wars and possible protectionist\nmeasures amongst the U.S., Japan and Europe would also hamper\nPoland\'s efforts to regain entry.\n    Deputy foreign trade minister Janusz Kaczurba recognised\nthis fact recently.\n    Kaczurba told the official PAP news agency recently, \"Making\nup our lost position will take a long time and be uncommonly\ndifficult, and in certain cases impossible... In a period of\ntwo to three years it will be possible to increase the level of\nexports by only about 100 mln dlrs.\"\n    While Poland is unlikely to seek compensation, it says it\nhas a \"moral right\" to assistance from the U.S. Which it says\nimposed the sanctions illegally. But a Western economist said\n\"The argument that U.S. Sanctions were a unilateral torpedoing\nof the Polish economy won\'t cut any ice. The Americans will\njust reply that the Poles acted immorally in crushing\nSolidarity.\"\n    Nevertheless, Polish National Bank head Wladyslaw Baka, in\ntalks in Washington last week with the International Monetary\nFund (IMF) and World Bank, made it clear that Poland was\nlooking for a lead from the United States.\n    He was quoted by PAP as saying that Poland would meet its\nfinancial obligations to the United States, \"but not in a short\ntime and not without a cooperative stand on the part of its\nforeign economic partners.\"\n    He stressed that the U.S. \"had a particular opportunity to\nplay a part in the cooperative policy of Poland\'s partners\ninterested in the settlement of Polish debt.\"\n    Putting it more sharply, one senior banking official blamed\nWashington for obstructing talks with the World Bank, IMF and\nParis Club of Western creditor governments in recent years and\nsaid it should now play a more positive role.\n    \"As a major superpower the United States can influence\ninternational organisations,\" he said, citing recent meetings\naimed at stabilising currencies as an example of the extent to\nwhich Western nations were prepared to cooperate.\n REUTER\n&#3;',0
'U.K. FOURTH QUARTER TRADE DEFICIT 2.6 BILLION STG Britain had a visible trade deficit of\n2.6 billion stg in the fourth quarter of 1986 against a revised\ndeficit of 2.9 billion in the third quarter, official\nstatistics show.\n    Seasonally-adjusted figures issued by the Central\nStatistical Office (CSO) show the current account was in\ndeficit by 760 mln stg against an upwardly revised third\nquarter shortfall of 930 mln.\n    For 1986 as a whole, visible trade was in deficit by 8.3\nbillion stg, sharply up from 1985\'s 2.2. Billion shortfall and\na 4.4 billion deficit in 1984.\n    Preliminary figures for invisible transactions in the\nfourth quarter show a surplus 1.8 billion stg to give an\nestimated surplus for 1986 of 7.2 billion. The fourth quarter\nfigure was in line with CSO projections released on Friday.\n    The third quarter invisibles surplus was revised down to\n1.9 billion stg from 2.25 billion.\n    In 1985 the invisibles surplus was 5.1 billion stg.\n    The reduced deficit on visible trade in the fourth quarter\nwas due to an increase in the surplus on oil of 200 mln stg and\na reduction in the non-oil trade deficit of 100 mln, the CSO\nsaid.\n    However, 1986\'s surplus on oil trade was 4.0 billion stg\nlower than in 1985, while the deficit on non-oil trade\nincreased by 2.1 billion.\n    The figures were broadly in line with market expectations.\n    The CSO stressed that figures for invisible transactions,\nparticularly for the most recent quarters are liable to\nsubstantial revisions as later information becomes available.\n REUTER\n&#3;',0
'BELGIAN WHOLESALE PRICES FALL IN JANUARY Belgian wholesale prices fell by 5.9\npct in January from a year earlier after a 5.7 pct year on year\nfall in December, figures from the economics ministry show.\n    A ministry spokesman said the wholesale price index, base\n1953 and excluding value added tax, stood at 250.9 in January.\nThis compared with 251.9 in December, 265.5 in Janua~y, 1986\nand 267.2 in December, 1985.\n    In January 1986, wholesale prices were 3.9 pct lower than a\nyear earlier.\n REUTER\n&#3;',0
'CARGILL U.K. STRIKE TALKS POSTPONED TILL MONDAY Talks set for today between management\nand unions to try to solve the labour dispute at Cargill U.K.\nLtd\'s Seaforth oilseed crushing plant have been rescheduled for\nMonday, a company spokesman said.\n    Oilseed processing at the mill has been at a standstill\nsince December 19.\n REUTER\n&#3;',0
'FRENCH INTERVENTION RATE CUT LIKELY, DEALERS SAY The Bank of France is likely to cut its\nmoney market intervention rate by up to a quarter point at the\nstart of next week.  This follows a steady decline in the call\nmoney rate over the past 10 days and signals from the Finance\nMinistry that the time is ripe for a fall, dealers said.\n    The call money rate peaked at just above nine pct ahead of\nthe meeting of finance ministers from the Group of Five\nindustrial countries and Canada on February 22, which restored\nconsiderable stability to foreign exchanges after several weeks\nof turbulence.\n    The call money rate dropped to around 8-3/8 pct on February\n23, the day after the Paris accord, and then edged steadily\ndown to eight pct on February 27 and 7-3/4 pct on March 3,\nwhere it has now stabilised.\n    Dealers said the Bank of France intervened to absorb\nliquidity to hold the rate at 7-3/4 pct.\n    While call money has dropped by well over a percentage\npoint, the Bank of France\'s money market intervention rate has\nremained unchanged since January 2, when it was raised to eight\npct from 7-1/4 pct in a bid to stop a franc slide.\n    The seven-day repurchase rate has also been unchanged at\n8-3/4 since it was raised by a half-point on January 5.\n    The Bank of France has begun using the seven-day repurchase\nrate to set an upper indicator for money market rates, while\nusing the intervention rate to set the floor.\n    Sources close to Finance Minister Edouard Balladur said\nthat he would be happy to see an interest rate cut, and dealers\nsaid any fall in the intervention rate was most likely to come\nwhen the Bank of France buys first category paper next Monday,\nalthough an earlier cut could not be excluded.\n   A cut in the seven-day repurchase rate could come as early\nas tomorrow morning, banking sources said.\n    They said recent high interest rates have encouraged an\nacceleration in foreign funds returning to France, discouraging\nthe authorities from making a hasty rate cut. But they also\npointed out that money supply is broadly back on target, giving\nscope for a small fall in rates.\n    M-3 money supply, the government\'s key aggregate, finished\n1986 within the government\'s three to five pct growth target,\nrising 4.6 pct compared with seven pct in 1985.\n REUTER\n&#3;',0
'U.K. GRAIN/POTATO FUTURES VOLUME DOWN IN FEBRUARY Traded volumes for U.K. Grain and potato\nfutures in February were down on the previous month while\npigmeat and pig cash settlement futures were higher, official\nfigures show.\n    Combined wheat and barley futures trade declined to 892,700\ntonnes from 1.19 mln in January, and the value fell to 97 mln\nstg from 129 mln, Grain and Feed Trade Association (GAFTA)\nfigures show.\n    A total of 984,960 tonnes were registered for main crop\npotato futures in February valued at 157 mln stg, versus\n992,760 and 164 mln stg in January.\n    Soymeal futures trade totalled 76,340 tonnes against 90,680\nin January, and value declined to nine mln stg from 10 mln.\n    Nine pigmeat contracts were traded in February, six more\nthan in the previous month, representing 450 carcases against\n150, valued at 29,347 stg against 9,847 stg.\n    Pig cash settlement futures saw 201 contracts traded,\nagainst 19 in January, and the value rose to 659,864 stg from\n119,610 stg.\n REUTER\n&#3;',0
'BUNDESBANK LEAVES CREDIT POLICIES UNCHANGED The Bundesbank left credit policies\nunchanged after today\'s regular meeting of its council, a\nspokesman said in answer to enquiries.\n    The West German discount rate remains at 3.0 pct, and the\nLombard emergency financing rate at 5.0 pct.\n REUTER\n&#3;',0
'TURKEY TO IMPORT 100,000 TONNES OF CRYSTAL SUGAR Turkey has announced a tender to import\n100,000 tonnes of white crystal sugar with an advertisement in\nlocal newspapers.\n    Turkish Sugar Factories said in the advertisement there was\na 50 pct option to increase or decrease the amount and bids\nshould reach it before March 24.\n    The semi-official Anatolian Agency recently quoted Turkish\nMinister of Industry and Trade Cahit Aral as saying Turkey will\nexport 100,000 tonnes of sugar this year and import the same\namount.\n REUTER\n&#3;',0
'U.K. MONEY MARKET GIVEN FURTHER SMALL ASSISTANCE The Bank of England said it provided the\nmoney market with a further 20 mln stg of assistance during the\nmorning. It again bought bills for resale to the market on\nApril 2 at a rate of 10-15/16 pct. Earlier this morning, it\nbought 17 mln stg of bills at the same rate and for resale on\nthe same date.\n    The Bank has thus given a total of 37 mln stg so far today,\nwhich leaves the bulk of a 1.15 billion stg shortage still in\nthe system. Dealers noted that money market rates again eased\nthis morning and the Bank may have refused bill offers from the\ndiscount houses at rates below its established dealing levels.\n REUTER\n&#3;',0
'ICE UNCHANGED AT SOVIET OIL PORT OF VENTSPILS Ice conditions are unchanged at the\nSoviet Baltic oil port of Ventspils, with continuous and\ncompacted drift ice 15 to 30 cms thick, the latest report of\nthe Finnish Board of Navigation said.\n    Icebreaker assistance to reach Ventspils harbour is needed\nfor normal steel vessels without special reinforcement against\nice, the report said.\n    It gave no details of ice conditions at the other major\nSoviet Baltic export harbour of Klaipeda.\n Reuter\n&#3;',0
'SWISS OFFERS NEW SERIES OF MONEY MARKET PAPER The Swiss Finance Ministry is inviting\ntenders for a new series of three-month money market\ncertificates to raise about 150 mln Swiss francs, the Swiss\nNational Bank said.\n    Bids would be due on March 10 and payment on March 12.\n    The last issue of three-month paper conducted on February\n12 yielded 2.969 pct.\n REUTER\n&#3;',0
'EGYPTIAN CENTRAL BANK DOLLAR RATE UNCHANGED Egypt\'s Central Bank today set the dollar\nrate for commercial banks for March 6 at 1.373/87 dollars,\nunchanged from the previous rate.\n REUTER\n&#3;',0
